property,expected_types
Text.abstract,CreativeWork
Text.acceptsReservations,FoodEstablishment
Text.accessCode,DeliveryEvent
Text.accessMode,CreativeWork
Text.accessibilityAPI,CreativeWork
Text.accessibilityControl,CreativeWork
Text.accessibilityFeature,CreativeWork
Text.accessibilityHazard,CreativeWork
Text.accessibilitySummary,CreativeWork
Text.accommodationCategory,Accommodation
Text.accountId,Invoice
Text.acrissCode,"['BusOrCoach', 'Car']"
Text.actionOption,ChooseAction
Text.actionPlatform,EntryPoint
Text.activeIngredient,"['DietarySupplement', 'Drug', 'DrugStrength', 'Substance']"
Text.activityFrequency,ExercisePlan
Text.additionalName,Person
Text.additionalVariable,ExercisePlan
Text.address,"['GeoCoordinates', 'GeoShape', 'Organization', 'Person', 'Place']"
Text.addressCountry,"['DefinedRegion', 'GeoCoordinates', 'GeoShape', 'PostalAddress']"
Text.addressLocality,PostalAddress
Text.addressRegion,"['DefinedRegion', 'PostalAddress']"
Text.administrationRoute,Drug
Text.aircraft,Flight
Text.alcoholWarning,Drug
Text.algorithm,MedicalRiskScore
Text.alignmentType,AlignmentObject
Text.alternateName,Thing
Text.alternativeHeadline,CreativeWork
Text.applicableCountry,MerchantReturnPolicy
Text.applicationCategory,SoftwareApplication
Text.applicationSubCategory,SoftwareApplication
Text.applicationSuite,SoftwareApplication
Text.areaServed,"['ContactPoint', 'DeliveryChargeSpecification', 'Demand', 'Offer', 'Organization', 'Service']"
Text.arrivalGate,Flight
Text.arrivalPlatform,TrainTrip
Text.arrivalTerminal,Flight
Text.artEdition,VisualArtwork
Text.artMedium,VisualArtwork
Text.artform,VisualArtwork
Text.articleBody,Article
Text.articleSection,Article
Text.artworkSurface,VisualArtwork
Text.aspect,MedicalWebPage
Text.assembly,APIReference
Text.assemblyVersion,APIReference
Text.assesses,"['CreativeWork', 'EducationEvent', 'LearningResource']"
Text.associatedPathophysiology,"['AnatomicalStructure', 'AnatomicalSystem', 'SuperficialAnatomy']"
Text.audienceType,Audience
Text.availableLanguage,"['ContactPoint', 'LodgingBusiness', 'ServiceChannel', 'TouristAttraction']"
Text.availableOnDevice,SoftwareApplication
Text.award,"['CreativeWork', 'Organization', 'Person', 'Product', 'Service']"
Text.awards,"['CreativeWork', 'Organization', 'Person', 'Product']"
Text.backstory,Article
Text.bankAccountType,BankAccount
Text.bed,"['HotelRoom', 'Suite']"
Text.beneficiaryBank,MoneyTransfer
Text.benefits,JobPosting
Text.bestRating,Rating
Text.biomechnicalClass,Joint
Text.bitrate,MediaObject
Text.boardingGroup,FlightReservation
Text.bodyLocation,"['AnatomicalStructure', 'MedicalProcedure']"
Text.bodyType,Vehicle
Text.bookEdition,Book
Text.box,GeoShape
Text.branchCode,Place
Text.breadcrumb,WebPage
Text.breastfeedingWarning,Drug
Text.broadcastChannelId,BroadcastChannel
Text.broadcastDisplayName,BroadcastService
Text.broadcastFrequency,"['BroadcastChannel', 'BroadcastService']"
Text.broadcastServiceTier,BroadcastChannel
Text.broadcastSignalModulation,BroadcastFrequencySpecification
Text.broadcastSubChannel,BroadcastFrequencySpecification
Text.broadcastTimezone,BroadcastService
Text.browserRequirements,WebApplication
Text.busName,BusTrip
Text.busNumber,BusTrip
Text.byDay,Schedule
Text.callSign,"['BroadcastService', 'Person', 'Vehicle']"
Text.caption,"['AudioObject', 'ImageObject', 'VideoObject']"
Text.carrierRequirements,MobileApplication
Text.catalogNumber,MusicRelease
Text.category,"['ActionAccessSpecification', 'Invoice', 'Offer', 'PhysicalActivity', 'Product', 'Recommendation', 'Service', 'SpecialAnnouncement']"
Text.characterName,PerformanceRole
Text.chemicalComposition,ChemicalSubstance
Text.childTaxon,Taxon
Text.circle,GeoShape
Text.citation,CreativeWork
Text.claimReviewed,ClaimReview
Text.clincalPharmacology,Drug
Text.clinicalPharmacology,Drug
Text.clipNumber,Clip
Text.codeSampleType,SoftwareSourceCode
Text.codeValue,"['CategoryCode', 'MedicalCode']"
Text.codingSystem,MedicalCode
Text.color,Product
Text.commentText,UserComments
Text.competencyRequired,"['EducationalOccupationalCredential', 'LearningResource']"
Text.conditionsOfAccess,CreativeWork
Text.confirmationNumber,"['Invoice', 'Order']"
Text.contactType,ContactPoint
Text.contentRating,CreativeWork
Text.contentSize,MediaObject
Text.contentType,EntryPoint
Text.contraindication,"['MedicalDevice', 'MedicalTherapy']"
Text.cookingMethod,Recipe
Text.copyrightNotice,CreativeWork
Text.correction,CreativeWork
Text.costCurrency,DrugCost
Text.costOrigin,DrugCost
Text.costPerUnit,DrugCost
Text.countriesNotSupported,SoftwareApplication
Text.countriesSupported,SoftwareApplication
Text.countryOfAssembly,Product
Text.countryOfLastProcessing,Product
Text.courseCode,Course
Text.courseMode,CourseInstance
Text.coursePrerequisites,Course
Text.courseWorkload,CourseInstance
Text.creativeWorkStatus,CreativeWork
Text.credentialCategory,EducationalOccupationalCredential
Text.creditText,CreativeWork
Text.currenciesAccepted,LocalBusiness
Text.currency,"['DatedMoneySpecification', 'ExchangeRateSpecification', 'LoanOrCredit', 'MonetaryAmount', 'MonetaryAmountDistribution']"
Text.cvdCollectionDate,CDCPMDRecord
Text.cvdFacilityCounty,CDCPMDRecord
Text.cvdFacilityId,CDCPMDRecord
Text.dataFeedElement,DataFeed
Text.dateline,NewsArticle
Text.defaultValue,PropertyValueSpecification
Text.departureGate,Flight
Text.departurePlatform,TrainTrip
Text.departureTerminal,Flight
Text.dependencies,TechArticle
Text.description,Thing
Text.device,SoftwareApplication
Text.dietFeatures,Diet
Text.disambiguatingDescription,Thing
Text.discount,Order
Text.discountCode,Order
Text.discountCurrency,Order
Text.dosageForm,Drug
Text.doseUnit,DoseSchedule
Text.driveWheelConfiguration,Vehicle
Text.drugUnit,"['Drug', 'DrugCost']"
Text.duns,"['Organization', 'Person']"
Text.editEIDR,CreativeWork
Text.eduQuestionType,"['Question', 'SolveMathAction']"
Text.educationRequirements,"['JobPosting', 'Occupation']"
Text.educationalCredentialAwarded,"['Course', 'EducationalOccupationalProgram']"
Text.educationalFramework,AlignmentObject
Text.educationalLevel,"['CreativeWork', 'EducationEvent', 'EducationalOccupationalCredential', 'LearningResource']"
Text.educationalProgramMode,EducationalOccupationalProgram
Text.educationalRole,EducationalAudience
Text.educationalUse,"['CreativeWork', 'LearningResource']"
Text.elevation,"['GeoCoordinates', 'GeoShape']"
Text.eligibilityToWorkRequirement,JobPosting
Text.eligibleRegion,"['ActionAccessSpecification', 'DeliveryChargeSpecification', 'Demand', 'Offer']"
Text.email,"['ContactPoint', 'Organization', 'Person']"
Text.embeddedTextCaption,"['AudioObject', 'ImageObject', 'VideoObject']"
Text.employerOverview,JobPosting
Text.employmentType,JobPosting
Text.encodingFormat,"['CreativeWork', 'MediaObject']"
Text.encodingType,EntryPoint
Text.engineType,EngineSpecification
Text.epidemiology,"['MedicalCondition', 'PhysicalActivity']"
Text.episodeNumber,Episode
Text.estimatedCost,"['HowTo', 'HowToSupply']"
Text.estimatedFlightDuration,Flight
Text.evidenceOrigin,MedicalGuideline
Text.executableLibraryName,APIReference
Text.exerciseType,"['ExerciseAction', 'ExercisePlan']"
Text.exifData,ImageObject
Text.expectedPrognosis,MedicalCondition
Text.experienceRequirements,"['JobPosting', 'Occupation']"
Text.expertConsiderations,Diet
Text.familyName,Person
Text.faxNumber,"['ContactPoint', 'Organization', 'Person', 'Place']"
Text.featureList,SoftwareApplication
Text.feesAndCommissionsSpecification,"['FinancialProduct', 'FinancialService']"
Text.fileFormat,CreativeWork
Text.fileSize,SoftwareApplication
Text.financialAidEligible,EducationalOccupationalProgram
Text.flightDistance,Flight
Text.flightNumber,Flight
Text.floorLevel,Accommodation
Text.followup,MedicalProcedure
Text.foodWarning,Drug
Text.frequency,DoseSchedule
Text.fuelType,"['EngineSpecification', 'Vehicle']"
Text.functionalClass,Joint
Text.gameAvailabilityType,PlayGameAction
Text.gameEdition,VideoGame
Text.gamePlatform,"['VideoGame', 'VideoGameSeries']"
