property,expected_types
VideoObject.actor,Person
VideoObject.caption,"['MediaObject', 'Text']"
VideoObject.director,Person
VideoObject.embeddedTextCaption,Text
VideoObject.musicBy,"['MusicGroup', 'Person']"
VideoObject.thumbnail,ImageObject
VideoObject.transcript,Text
VideoObject.videoFrameSize,Text
VideoObject.videoQuality,Text
VideoObject.associatedArticle,NewsArticle
VideoObject.bitrate,Text
VideoObject.contentSize,Text
VideoObject.contentUrl,URL
VideoObject.duration,Duration
VideoObject.embedUrl,URL
VideoObject.encodesCreativeWork,CreativeWork
VideoObject.encodingFormat,"['Text', 'URL']"
VideoObject.endTime,"['DateTime', 'Time']"
VideoObject.height,"['Distance', 'QuantitativeValue']"
VideoObject.ineligibleRegion,"['GeoShape', 'Place', 'Text']"
VideoObject.interpretedAsClaim,Claim
VideoObject.playerType,Text
VideoObject.productionCompany,Organization
VideoObject.regionsAllowed,Place
VideoObject.requiresSubscription,"['Boolean', 'MediaSubscription']"
VideoObject.sha256,Text
VideoObject.startTime,"['DateTime', 'Time']"
VideoObject.uploadDate,Date
VideoObject.width,"['Distance', 'QuantitativeValue']"
VideoObject.about,Thing
VideoObject.abstract,Text
VideoObject.accessMode,Text
VideoObject.accessModeSufficient,ItemList
VideoObject.accessibilityAPI,Text
VideoObject.accessibilityControl,Text
VideoObject.accessibilityFeature,Text
VideoObject.accessibilityHazard,Text
VideoObject.accessibilitySummary,Text
VideoObject.accountablePerson,Person
VideoObject.acquireLicensePage,"['CreativeWork', 'URL']"
VideoObject.aggregateRating,AggregateRating
VideoObject.alternativeHeadline,Text
VideoObject.archivedAt,"['URL', 'WebPage']"
VideoObject.assesses,"['DefinedTerm', 'Text']"
VideoObject.associatedMedia,MediaObject
VideoObject.audience,Audience
VideoObject.audio,"['AudioObject', 'Clip', 'MusicRecording']"
VideoObject.author,"['Organization', 'Person']"
VideoObject.award,Text
VideoObject.character,Person
VideoObject.citation,"['CreativeWork', 'Text']"
VideoObject.comment,Comment
VideoObject.commentCount,Integer
VideoObject.conditionsOfAccess,Text
VideoObject.contentLocation,Place
VideoObject.contentRating,"['Rating', 'Text']"
VideoObject.contentReferenceTime,DateTime
VideoObject.contributor,"['Organization', 'Person']"
VideoObject.copyrightHolder,"['Organization', 'Person']"
VideoObject.copyrightNotice,Text
VideoObject.copyrightYear,Number
VideoObject.correction,"['CorrectionComment', 'Text', 'URL']"
VideoObject.countryOfOrigin,Country
VideoObject.creativeWorkStatus,"['DefinedTerm', 'Text']"
VideoObject.creator,"['Organization', 'Person']"
VideoObject.creditText,Text
VideoObject.dateCreated,"['Date', 'DateTime']"
VideoObject.dateModified,"['Date', 'DateTime']"
VideoObject.datePublished,"['Date', 'DateTime']"
VideoObject.discussionUrl,URL
VideoObject.editEIDR,"['Text', 'URL']"
VideoObject.editor,Person
VideoObject.educationalAlignment,AlignmentObject
VideoObject.educationalLevel,"['DefinedTerm', 'Text', 'URL']"
VideoObject.educationalUse,"['DefinedTerm', 'Text']"
VideoObject.encoding,MediaObject
VideoObject.encodingFormat,"['Text', 'URL']"
VideoObject.exampleOfWork,CreativeWork
VideoObject.expires,Date
VideoObject.funder,"['Organization', 'Person']"
