property,expected_types
EducationalOccupationalCredential.competencyRequired,"['DefinedTerm', 'Text', 'URL']"
EducationalOccupationalCredential.credentialCategory,"['DefinedTerm', 'Text', 'URL']"
EducationalOccupationalCredential.educationalLevel,"['DefinedTerm', 'Text', 'URL']"
EducationalOccupationalCredential.recognizedBy,Organization
EducationalOccupationalCredential.validFor,Duration
EducationalOccupationalCredential.validIn,AdministrativeArea
EducationalOccupationalCredential.about,Thing
EducationalOccupationalCredential.abstract,Text
EducationalOccupationalCredential.accessMode,Text
EducationalOccupationalCredential.accessModeSufficient,ItemList
EducationalOccupationalCredential.accessibilityAPI,Text
EducationalOccupationalCredential.accessibilityControl,Text
EducationalOccupationalCredential.accessibilityFeature,Text
EducationalOccupationalCredential.accessibilityHazard,Text
EducationalOccupationalCredential.accessibilitySummary,Text
EducationalOccupationalCredential.accountablePerson,Person
EducationalOccupationalCredential.acquireLicensePage,"['CreativeWork', 'URL']"
EducationalOccupationalCredential.aggregateRating,AggregateRating
EducationalOccupationalCredential.alternativeHeadline,Text
EducationalOccupationalCredential.archivedAt,"['URL', 'WebPage']"
EducationalOccupationalCredential.assesses,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.associatedMedia,MediaObject
EducationalOccupationalCredential.audience,Audience
EducationalOccupationalCredential.audio,"['AudioObject', 'Clip', 'MusicRecording']"
EducationalOccupationalCredential.author,"['Organization', 'Person']"
EducationalOccupationalCredential.award,Text
EducationalOccupationalCredential.character,Person
EducationalOccupationalCredential.citation,"['CreativeWork', 'Text']"
EducationalOccupationalCredential.comment,Comment
EducationalOccupationalCredential.commentCount,Integer
EducationalOccupationalCredential.conditionsOfAccess,Text
EducationalOccupationalCredential.contentLocation,Place
EducationalOccupationalCredential.contentRating,"['Rating', 'Text']"
EducationalOccupationalCredential.contentReferenceTime,DateTime
EducationalOccupationalCredential.contributor,"['Organization', 'Person']"
EducationalOccupationalCredential.copyrightHolder,"['Organization', 'Person']"
EducationalOccupationalCredential.copyrightNotice,Text
EducationalOccupationalCredential.copyrightYear,Number
EducationalOccupationalCredential.correction,"['CorrectionComment', 'Text', 'URL']"
EducationalOccupationalCredential.countryOfOrigin,Country
EducationalOccupationalCredential.creativeWorkStatus,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.creator,"['Organization', 'Person']"
EducationalOccupationalCredential.creditText,Text
EducationalOccupationalCredential.dateCreated,"['Date', 'DateTime']"
EducationalOccupationalCredential.dateModified,"['Date', 'DateTime']"
EducationalOccupationalCredential.datePublished,"['Date', 'DateTime']"
EducationalOccupationalCredential.discussionUrl,URL
EducationalOccupationalCredential.editEIDR,"['Text', 'URL']"
EducationalOccupationalCredential.editor,Person
EducationalOccupationalCredential.educationalAlignment,AlignmentObject
EducationalOccupationalCredential.educationalLevel,"['DefinedTerm', 'Text', 'URL']"
EducationalOccupationalCredential.educationalUse,"['DefinedTerm', 'Text']"
EducationalOccupationalCredential.encoding,MediaObject
EducationalOccupationalCredential.encodingFormat,"['Text', 'URL']"
EducationalOccupationalCredential.exampleOfWork,CreativeWork
EducationalOccupationalCredential.expires,Date
EducationalOccupationalCredential.funder,"['Organization', 'Person']"
EducationalOccupationalCredential.funding,Grant
EducationalOccupationalCredential.genre,"['Text', 'URL']"
EducationalOccupationalCredential.hasPart,CreativeWork
EducationalOccupationalCredential.headline,Text
